2022-05-18 16:05:414 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-18 17:05:954 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-18 17:05:304 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-18 17:05:304 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-18 17:05:294 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-18 17:05:808 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-18 17:05:418 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-18 17:05:849 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-18 17:05:650 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-18 17:05:253 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-18 18:05:970 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-18 18:05:38 INFO  ManageDriver :32 - Launching Chrome Browser
2022-05-18 18:05:953 INFO  ManageDriver :36 - Launching Chrome Browser
2022-05-18 18:05:903 INFO  ManageDriver :36 - Launching Chrome Browser
2022-05-18 18:05:443 INFO  ManageDriver :36 - Launching Chrome Browser
2022-05-18 18:05:813 INFO  ManageDriver :36 - Launching Chrome Browser
2022-05-18 18:05:81 INFO  ManageDriver :36 - Launching Chrome Browser
2022-05-18 18:05:572 INFO  ManageDriver :36 - Launching Chrome Browser
2022-05-18 18:05:211 INFO  ManageDriver :36 - Launching Chrome Browser
2022-05-18 18:05:234 INFO  ManageDriver :36 - Launching Chrome Browser
2022-05-18 18:05:510 INFO  ManageDriver :37 - Launching Chrome Browser
2022-05-18 18:05:422 INFO  ManageDriver :37 - Launching Chrome Browser
2022-05-18 18:05:627 INFO  ManageDriver :38 - Launching Chrome Browser
2022-05-18 18:05:260 INFO  ManageDriver :36 - Launching Chrome Browser
2022-05-18 18:05:429 INFO  ManageDriver :36 - Launching Chrome Browser
2022-05-18 18:05:500 INFO  ManageDriver :36 - Launching Chrome Browser
2022-05-18 18:05:245 INFO  ManageDriver :36 - Launching Chrome Browser
2022-05-18 18:05:488 INFO  ManageDriver :36 - Launching Chrome Browser
2022-05-18 18:05:466 INFO  ManageDriver :36 - Launching Chrome Browser
2022-05-18 18:05:701 INFO  ManageDriver :36 - Launching Chrome Browser
2022-05-18 18:05:696 INFO  ManageDriver :36 - Launching Chrome Browser
2022-05-18 18:05:81 INFO  ManageDriver :36 - Launching Chrome Browser
2022-05-18 18:05:554 INFO  ManageDriver :36 - Launching Chrome Browser
2022-05-18 18:05:391 INFO  ManageDriver :36 - Launching Chrome Browser
2022-05-18 18:05:744 INFO  ManageDriver :36 - Launching Chrome Browser
2022-05-18 18:05:341 INFO  ManageDriver :36 - Launching Chrome Browser
2022-05-18 18:05:993 INFO  ManageDriver :36 - Launching Chrome Browser
2022-05-18 18:05:930 INFO  ManageDriver :36 - Launching Chrome Browser
2022-05-18 18:05:158 INFO  ManageDriver :36 - Launching Chrome Browser
2022-05-18 18:05:450 INFO  ManageDriver :36 - Launching Chrome Browser
